window	gate_status	branch	execution_bias	execution_score	decision_hint	execution_readiness	prediction_vote_score	hybrid_transition_hazard	duration_remaining_expected_bars	branch_probability	path_ranker_score_used_by_execution_tree	path_ranker_score_visible_to_execution_tree	ranker_score_path_id	ranker_score_runtime_source	ranker_score_raw_path_score	ranker_score_calibrated_path_prob	ranker_score_path_prob_lower_bound	ranker_score_execution_gate_status	path_ranker_runtime_source	path_ranker_model_family	ranker_validation_ready	readiness_gap_to_observe	readiness_gap_to_ready	top_positive_feature	top_positive_contribution	top_negative_feature	top_negative_contribution	pythagorean_overstretch	ising_phase_transition_risk	spectral_entropy	dominant_cycle_energy	cycle_phase_alignment	consumer_reason
061	observe	transition_guardrail	guarded	0.449035	execution_guarded_due_to_low_remaining_regime_duration	0.348400	0.548300	0.644000	0.000000	0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.101600	0.301600	dominant_cycle_energy	0.520938	branch_probability	-0.500000	0.285700	0.279000	0.360300	0.670900		market_state=TrendExpansion/BullTrendAcceleration | execution=observe/transition_guardrail/guarded | ranker=unknown/unknown/not_ready
062	observe	transition_guardrail	guarded	0.567436	execution_guarded_due_to_high_transition_hazard	0.457400	0.543700	0.674000		0.500000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.000000	0.192600	cycle_phase_alignment	0.521994	pythagorean_overstretch	-0.300000	1.000000	0.298100	0.461400	0.501700	0.522000	market_state=TrendExpansion/BullTrendExhaustion | execution=observe/transition_guardrail/guarded | ranker=unknown/unknown/not_ready
063	observe	transition_guardrail	guarded	0.565317	execution_guarded_due_to_high_transition_hazard	0.410900	0.549600	0.638000		0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.039100	0.239100	cycle_phase_alignment	0.634324	branch_probability	-0.500000	0.109200	0.271300		0.479500	0.634300	market_state=TrendExpansion/BullTrendAcceleration | execution=observe/transition_guardrail/guarded | ranker=unknown/unknown/not_ready
064	observe	transition_guardrail	guarded	0.557391	execution_guarded_due_to_low_remaining_regime_duration	0.463100	0.546200	0.644000	0.375000	0.500000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.000000	0.186900	ising_phase_transition_risk	0.400302	cycle_phase_alignment	-0.997339	0.859200	0.299700	0.562900		-0.997300	market_state=TrendExpansion/BullTrendAcceleration | execution=observe/transition_guardrail/guarded | ranker=unknown/unknown/not_ready
065	observe	transition_guardrail	guarded	0.566055	execution_guarded_due_to_high_transition_hazard	0.305500	0.550600	0.615000		0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.144500	0.344500	ising_phase_transition_risk	0.337046	cycle_phase_alignment	-0.587890	1.000000	0.363000			-0.587900	market_state=TrendExpansion/BullTrendAcceleration | execution=observe/transition_guardrail/guarded | ranker=unknown/unknown/not_ready
066	observe	transition_guardrail	guarded	0.450260	execution_guarded_due_to_high_transition_hazard	0.298900	0.548900	0.627000	2.364000	0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.151100	0.351100	dominant_cycle_energy	0.640891	cycle_phase_alignment	-0.675289		0.268900	0.245100	0.790900	-0.675300	market_state=TrendExpansion/BullTrendAcceleration | execution=observe/transition_guardrail/guarded | ranker=unknown/unknown/not_ready
067	observe	transition_guardrail	guarded	0.621078	execution_guarded_due_to_low_remaining_regime_duration	0.429100	0.560400	0.605000	1.364000	0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.020900	0.220900	dominant_cycle_energy	0.673778	branch_probability	-0.500000	1.000000	0.281500	0.227600	0.823800		market_state=TrendExpansion/BullTrendAcceleration | execution=observe/transition_guardrail/guarded | ranker=unknown/unknown/not_ready
068	observe	transition_guardrail	guarded	0.557802	execution_guarded_due_to_low_remaining_regime_duration	0.375100	0.546300	0.588000	0.364000	0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.074900	0.274900	dominant_cycle_energy	0.609716	branch_probability	-0.500000	1.000000	0.281500	0.282300	0.759700		market_state=RangeConsolidation/WideRange | execution=observe/transition_guardrail/guarded | ranker=unknown/unknown/not_ready
069	observe	transition_guardrail	guarded	0.441344	execution_guarded_due_to_low_remaining_regime_duration	0.233900	0.544800	0.486000	0.000000	0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.216100	0.416100	ising_phase_transition_risk	0.422237	cycle_phase_alignment	-0.610982		0.277800	0.407200		-0.611000	market_state=TrendExpansion/BullTrendAcceleration | execution=observe/transition_guardrail/guarded | ranker=unknown/unknown/not_ready
070	observe	transition_guardrail	guarded	0.552978	execution_guarded_due_to_low_remaining_regime_duration	0.439700	0.543800	0.625000	0.000000	0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.010300	0.210300	ising_phase_transition_risk	0.405325	branch_probability	-0.500000		0.294700	0.447000	0.505200	0.349300	market_state=RangeConsolidation/WideRange | execution=observe/transition_guardrail/guarded | ranker=unknown/unknown/not_ready
071	observe	transition_guardrail	guarded	0.621164	execution_guarded_due_to_low_remaining_regime_duration	0.469700	0.560400	0.652000	0.000000	0.500000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.000000	0.180300	ising_phase_transition_risk	0.405231	cycle_phase_alignment	-0.944133	1.000000	0.294800	0.455700	0.416500	-0.944100	market_state=TrendExpansion/BullTrendAcceleration | execution=observe/transition_guardrail/guarded | ranker=unknown/unknown/not_ready
072	observe	transition_guardrail	guarded	0.447135	execution_guarded_due_to_low_remaining_regime_duration	0.298200	0.547200	0.515000	0.000000	0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.151800	0.351800	cycle_phase_alignment	0.621585	branch_probability	-0.500000		0.261700	0.277300	0.725600	0.621600	market_state=TrendExpansion/BullTrendAcceleration | execution=observe/transition_guardrail/guarded | ranker=unknown/unknown/not_ready
073	observe	transition_guardrail	guarded	0.561554	execution_guarded_due_to_low_remaining_regime_duration	0.430000	0.548300	0.561000	0.000000	0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.020000	0.220000	cycle_phase_alignment	0.930422	branch_probability	-0.500000		0.290100	0.324000	0.615500	0.930400	market_state=TrendExpansion/BullTrendAcceleration | execution=observe/transition_guardrail/guarded | ranker=unknown/unknown/not_ready
074	observe	transition_guardrail	guarded	0.575100	execution_guarded_due_to_low_remaining_regime_duration	0.464300	0.554800	0.548000	0.000000	0.500000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.000000	0.185700	cycle_phase_alignment	0.869885	pythagorean_overstretch	-0.300000	1.000000	0.281500	0.386000	0.611500	0.869900	market_state=RangeConsolidation/WideRange | execution=observe/transition_guardrail/guarded | ranker=unknown/unknown/not_ready
075	observe	transition_guardrail	guarded	0.555559	execution_guarded_due_to_low_remaining_regime_duration	0.442200	0.545100	0.661000	0.333000	0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.007800	0.207800	spectral_entropy	0.426034	branch_probability	-0.500000		0.363000	0.374000	0.574300	0.360900	market_state=ExtremeStress/VolatilitySpike | execution=observe/transition_guardrail/guarded | ranker=unknown/unknown/not_ready
076	observe	transition_guardrail	guarded	0.577737	execution_guarded_due_to_low_remaining_regime_duration	0.468900	0.556000	0.664000	0.000000	0.500000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.000000	0.181100	dominant_cycle_energy	0.514108	pythagorean_overstretch	-0.300000	1.000000	0.281500	0.317600	0.664100		market_state=TrendExpansion/BullTrendAcceleration | execution=observe/transition_guardrail/guarded | ranker=unknown/unknown/not_ready
077	blocked	block_crowded	skip	0.451280	execution_blocked_regardless_of_prediction	0.306800	0.549500			0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.143200	0.343200	dominant_cycle_energy	0.525559	branch_probability	-0.500000		0.288300	0.314700	0.675600		market_state=TrendExpansion/BullTrendAcceleration | execution=blocked/block_crowded/skip | ranker=unknown/unknown/not_ready
078	blocked	block_crowded	skip	0.549377	execution_blocked_regardless_of_prediction	0.356800	0.542100			0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.093200	0.293200	pythagorean_overstretch	0.651681	cycle_phase_alignment	-0.974086	0.048300		0.390400	0.635200	-0.974100	market_state=RangeConsolidation/WideRange | execution=blocked/block_crowded/skip | ranker=unknown/unknown/not_ready
079	blocked	block_crowded	passive	0.571384	execution_blocked_regardless_of_prediction	0.360700	0.552900		1.833000	0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.089300	0.289300	cycle_phase_alignment	0.438755	branch_probability	-0.500000	1.000000	0.281500	0.479300		0.438800	market_state=RangeConsolidation/WideRange | execution=blocked/block_crowded/passive | ranker=unknown/unknown/not_ready
080	observe	transition_guardrail	guarded	0.515554	execution_guarded_due_to_low_remaining_regime_duration	0.336000	0.549700	0.533000	0.833000	0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.114000	0.314000	dominant_cycle_energy	0.700076	branch_probability	-0.500000		0.281500	0.151100	0.850100		market_state=TrendExpansion/BullTrendAcceleration | execution=observe/transition_guardrail/guarded | ranker=unknown/unknown/not_ready
081	observe	transition_guardrail	guarded	0.569145	execution_guarded_due_to_low_remaining_regime_duration	0.408100	0.552000	0.539000	0.000000	0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.041900	0.241900	dominant_cycle_energy	0.539871	cycle_phase_alignment	-0.545833		0.255700	0.306500	0.689900	-0.545800	market_state=TrendExpansion/BullTrendAcceleration | execution=observe/transition_guardrail/guarded | ranker=unknown/unknown/not_ready
082	observe	transition_guardrail	guarded	0.557444	execution_guarded_due_to_low_remaining_regime_duration	0.422900	0.546100	0.655000	0.000000	0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.027100	0.227100	pythagorean_overstretch	0.586555	branch_probability	-0.500000	0.113400	0.271500	0.459300		-0.265500	market_state=RangeConsolidation/TightRange | execution=observe/transition_guardrail/guarded | ranker=unknown/unknown/not_ready
083	observe	transition_guardrail	guarded	0.570897	execution_guarded_due_to_low_remaining_regime_duration	0.394100	0.545700	0.569000	0.000000	0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.055900	0.255900	cycle_phase_alignment	0.996303	branch_probability	-0.500000	0.995800	0.277100	0.420500		0.996300	market_state=RangeConsolidation/Distribution | execution=observe/transition_guardrail/guarded | ranker=unknown/unknown/not_ready
084	observe	transition_guardrail	guarded	0.573398	execution_guarded_due_to_low_remaining_regime_duration	0.413900	0.554100	0.627000	0.000000	0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.036100	0.236100	pythagorean_overstretch	0.506723	branch_probability	-0.500000	0.193300	0.294200	0.424300	0.492500		market_state=RangeConsolidation/WideRange | execution=observe/transition_guardrail/guarded | ranker=unknown/unknown/not_ready
085	observe	transition_guardrail	guarded	0.552270	execution_guarded_due_to_low_remaining_regime_duration	0.400500	0.543300	0.625000	0.500000	0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.049500	0.249500	ising_phase_transition_risk	0.430067	cycle_phase_alignment	-0.964817	1.000000	0.269900			-0.964800	market_state=RangeConsolidation/WideRange | execution=observe/transition_guardrail/guarded | ranker=unknown/unknown/not_ready
086	observe	transition_guardrail	guarded	0.513216	execution_guarded_due_to_high_transition_hazard	0.382700	0.548500	0.604000		0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.067300	0.267300	cycle_phase_alignment	0.669068	branch_probability	-0.500000		0.292200	0.479700		0.669100	market_state=TrendExpansion/BullTrendAcceleration | execution=observe/transition_guardrail/guarded | ranker=unknown/unknown/not_ready
087	observe	transition_guardrail	guarded	0.578562	execution_guarded_due_to_high_transition_hazard	0.423700	0.556600	0.610000		0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.026300	0.226300	ising_phase_transition_risk	0.421972	branch_probability	-0.500000		0.278000	0.502500		0.309600	market_state=TrendExpansion/BullTrendAcceleration | execution=observe/transition_guardrail/guarded | ranker=unknown/unknown/not_ready
088	blocked	block_crowded	passive	0.559317	execution_blocked_regardless_of_prediction	0.384500	0.547000		2.077000	0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.065500	0.265500	ising_phase_transition_risk	0.443136	branch_probability	-0.500000	1.000000	0.256900	0.496900			market_state=RangeConsolidation/Distribution | execution=blocked/block_crowded/passive | ranker=unknown/unknown/not_ready
089	observe	transition_guardrail	guarded	0.558113	execution_guarded_due_to_low_remaining_regime_duration	0.442900	0.546000	0.664000	1.077000	0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.007100	0.207100	pythagorean_overstretch	0.697899	branch_probability	-0.500000	0.002100	0.270800	0.543200	0.417500		market_state=TrendExpansion/BullTrendAcceleration | execution=observe/transition_guardrail/guarded | ranker=unknown/unknown/not_ready
090	observe	transition_guardrail	guarded	0.447443	execution_guarded_due_to_low_remaining_regime_duration	0.292200	0.547600	0.655000	0.077000	0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.157800	0.357800	ising_phase_transition_risk	0.435221	branch_probability	-0.500000	1.000000	0.264800	0.505300			market_state=TrendExpansion/BullTrendAcceleration | execution=observe/transition_guardrail/guarded | ranker=unknown/unknown/not_ready
