pair,stake_amount,max_stake_amount,amount,open_date,close_date,open_rate,close_rate,fee_open,fee_close,trade_duration,profit_ratio,profit_abs,exit_reason,initial_stop_loss_abs,initial_stop_loss_ratio,stop_loss_abs,stop_loss_ratio,min_rate,max_rate,is_open,enter_tag,leverage,is_short,open_timestamp,close_timestamp,orders,funding_fees,weekday,source_timerange_label,source_timerange,trade_seq,is_win,parent_regime_root,parent_regime_confidence_floor,manipulation_overlay_state,sub_regime_tags,sub_sub_regime_or_profit_factor,profit_factor_family,profit_factor_leaf,regime_profit_branch_path,regime_profit_branch_path_version,branch_path_source,recipe_id,trade_or_bar_horizon,allowed_action,suppression_rule
SOL/USDT,2600.6799,2600.6799,16.926,2021-10-10T02:00:00+00:00,2021-10-12T17:00:00+00:00,153.65,149.39,0.001,0.001,3780,-0.029667956514686098,-77.23401504,exit_signal,1.54,-0.99,1.54,-0.99,137.61,158.5,False,,1.0,False,1633831200000,1634058000000,"[{'amount': 16.926, 'safe_price': 153.65, 'ft_order_side': 'buy', 'order_filled_timestamp': 1633831200000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 2603.2805798999993}, {'amount': 16.926, 'safe_price': 149.39, 'ft_order_side': 'sell', 'order_filled_timestamp': 1634058000000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 2531.103715139999}]",0.0,1,full_5y,20210101-20251231,25,False,Bull,0.9797225384,absent_not_evaluated_by_direct_source,BullPullback,CapitulationMeanReversionSetup,counter_trend_drawdown_rebound,CrashRebound,Bull -> BullPullback -> CapitulationMeanReversionSetup -> CrashRebound,regime_profit_branch_path/v1,auto_quant_v0.4.1_calendar_regime_proxy_not_board_a_source_label,CrashRebound,1h_entry_exit_trade,trade_allowed_after_root_gate,none
AVAX/USDT,3065.9895,3065.9895,52.01,2021-10-10T18:00:00+00:00,2021-10-13T01:00:00+00:00,58.95,56.46,0.001,0.001,3300,-0.044152793771114376,-135.5073741,exit_signal,0.59,-0.99,0.59,-0.99,51.04,59.48,False,,1.0,False,1633888800000,1634086800000,"[{'amount': 52.01, 'safe_price': 58.95, 'ft_order_side': 'buy', 'order_filled_timestamp': 1633888800000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 3069.0554895}, {'amount': 52.01, 'safe_price': 56.46, 'ft_order_side': 'sell', 'order_filled_timestamp': 1634086800000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 2939.4210845999996}]",0.0,2,full_5y,20210101-20251231,26,False,Bull,0.9797225384,absent_not_evaluated_by_direct_source,BullPullback,CapitulationMeanReversionSetup,counter_trend_drawdown_rebound,CrashRebound,Bull -> BullPullback -> CapitulationMeanReversionSetup -> CrashRebound,regime_profit_branch_path/v1,auto_quant_v0.4.1_calendar_regime_proxy_not_board_a_source_label,CrashRebound,1h_entry_exit_trade,trade_allowed_after_root_gate,none
AVAX/USDT,3390.5027,3390.5027,60.19,2021-10-17T16:00:00+00:00,2021-10-19T04:00:00+00:00,56.33,56.37,0.001,0.001,2160,-0.0012893195921777495,-4.375813,exit_signal,0.57,-0.99,0.57,-0.99,53.27,57.04,False,,1.0,False,1634486400000,1634616000000,"[{'amount': 60.19, 'safe_price': 56.33, 'ft_order_side': 'buy', 'order_filled_timestamp': 1634486400000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 3393.893202699999}, {'amount': 60.19, 'safe_price': 56.37, 'ft_order_side': 'sell', 'order_filled_timestamp': 1634616000000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 3396.303210299999}]",0.0,1,full_5y,20210101-20251231,27,False,Bull,0.9797225384,absent_not_evaluated_by_direct_source,BullPullback,CapitulationMeanReversionSetup,counter_trend_drawdown_rebound,CrashRebound,Bull -> BullPullback -> CapitulationMeanReversionSetup -> CrashRebound,regime_profit_branch_path/v1,auto_quant_v0.4.1_calendar_regime_proxy_not_board_a_source_label,CrashRebound,1h_entry_exit_trade,trade_allowed_after_root_gate,none
BNB/USDT,2360.8392,2360.8392,4.436,2021-11-18T17:00:00+00:00,2021-11-19T10:00:00+00:00,532.2,564.2,0.001,0.001,1020,0.05800963410884493,137.0883696,exit_signal,5.4,-0.99,5.4,-0.99,515.6,566.1,False,,1.0,False,1637254800000,1637316000000,"[{'amount': 4.436, 'safe_price': 532.2, 'ft_order_side': 'buy', 'order_filled_timestamp': 1637254800000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 2363.2000392}, {'amount': 4.436, 'safe_price': 564.2, 'ft_order_side': 'sell', 'order_filled_timestamp': 1637316000000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 2505.2939911999997}]",0.0,4,full_5y,20210101-20251231,28,True,Bull,0.9797225384,absent_not_evaluated_by_direct_source,BullPullback,CapitulationMeanReversionSetup,counter_trend_drawdown_rebound,CrashRebound,Bull -> BullPullback -> CapitulationMeanReversionSetup -> CrashRebound,regime_profit_branch_path/v1,auto_quant_v0.4.1_calendar_regime_proxy_not_board_a_source_label,CrashRebound,1h_entry_exit_trade,trade_allowed_after_root_gate,none
SOL/USDT,2439.7443,2439.7443,11.907,2021-11-18T14:00:00+00:00,2021-11-19T14:00:00+00:00,204.9,208.3,0.001,0.001,1440,0.01456230445981544,35.5638276,exit_signal,2.05,-0.99,2.05,-0.99,186.5,215.85,False,,1.0,False,1637244000000,1637330400000,"[{'amount': 11.907, 'safe_price': 204.9, 'ft_order_side': 'buy', 'order_filled_timestamp': 1637244000000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 2442.1840443}, {'amount': 11.907, 'safe_price': 208.3, 'ft_order_side': 'sell', 'order_filled_timestamp': 1637330400000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 2482.7083281}]",0.0,4,full_5y,20210101-20251231,29,True,Bull,0.9797225384,absent_not_evaluated_by_direct_source,BullPullback,CapitulationMeanReversionSetup,counter_trend_drawdown_rebound,CrashRebound,Bull -> BullPullback -> CapitulationMeanReversionSetup -> CrashRebound,regime_profit_branch_path/v1,auto_quant_v0.4.1_calendar_regime_proxy_not_board_a_source_label,CrashRebound,1h_entry_exit_trade,trade_allowed_after_root_gate,none
AVAX/USDT,2398.1724,2398.1724,20.52,2021-11-24T11:00:00+00:00,2021-11-25T03:00:00+00:00,116.87,123.63,0.001,0.001,960,0.05572847619566195,133.78014,exit_signal,1.17,-0.99,1.17,-0.99,112.64,127.0,False,,1.0,False,1637751600000,1637809200000,"[{'amount': 20.52, 'safe_price': 116.87, 'ft_order_side': 'buy', 'order_filled_timestamp': 1637751600000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 2400.5705723999995}, {'amount': 20.52, 'safe_price': 123.63, 'ft_order_side': 'sell', 'order_filled_timestamp': 1637809200000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 2539.4244876}]",0.0,3,full_5y,20210101-20251231,30,True,Bull,0.9797225384,absent_not_evaluated_by_direct_source,BullPullback,CapitulationMeanReversionSetup,counter_trend_drawdown_rebound,CrashRebound,Bull -> BullPullback -> CapitulationMeanReversionSetup -> CrashRebound,regime_profit_branch_path/v1,auto_quant_v0.4.1_calendar_regime_proxy_not_board_a_source_label,CrashRebound,1h_entry_exit_trade,trade_allowed_after_root_gate,none
SOL/USDT,2509.73656,2509.73656,12.296,2021-11-24T18:00:00+00:00,2021-11-25T13:00:00+00:00,204.11,213.89,0.001,0.001,1140,0.04582160282517933,115.115152,exit_signal,2.05,-0.99,2.05,-0.99,200.14,214.6,False,,1.0,False,1637776800000,1637845200000,"[{'amount': 12.296, 'safe_price': 204.11, 'ft_order_side': 'buy', 'order_filled_timestamp': 1637776800000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 2512.2462965599993}, {'amount': 12.296, 'safe_price': 213.89, 'ft_order_side': 'sell', 'order_filled_timestamp': 1637845200000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 2632.6214314399995}]",0.0,3,full_5y,20210101-20251231,31,True,Bull,0.9797225384,absent_not_evaluated_by_direct_source,BullPullback,CapitulationMeanReversionSetup,counter_trend_drawdown_rebound,CrashRebound,Bull -> BullPullback -> CapitulationMeanReversionSetup -> CrashRebound,regime_profit_branch_path/v1,auto_quant_v0.4.1_calendar_regime_proxy_not_board_a_source_label,CrashRebound,1h_entry_exit_trade,trade_allowed_after_root_gate,none
AVAX/USDT,2783.3037,2783.3037,24.69,2021-11-26T08:00:00+00:00,2021-11-27T18:00:00+00:00,112.73,115.49,0.001,0.001,2040,0.02243635899273263,62.5096482,exit_signal,1.13,-0.99,1.13,-0.99,101.31,117.7,False,,1.0,False,1637913600000,1638036000000,"[{'amount': 24.69, 'safe_price': 112.73, 'ft_order_side': 'buy', 'order_filled_timestamp': 1637913600000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 2786.0870037}, {'amount': 24.69, 'safe_price': 115.49, 'ft_order_side': 'sell', 'order_filled_timestamp': 1638036000000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 2854.2995481}]",0.0,5,full_5y,20210101-20251231,32,True,Bull,0.9797225384,absent_not_evaluated_by_direct_source,BullPullback,CapitulationMeanReversionSetup,counter_trend_drawdown_rebound,CrashRebound,Bull -> BullPullback -> CapitulationMeanReversionSetup -> CrashRebound,regime_profit_branch_path/v1,auto_quant_v0.4.1_calendar_regime_proxy_not_board_a_source_label,CrashRebound,1h_entry_exit_trade,trade_allowed_after_root_gate,none
SOL/USDT,2688.4252,2688.4252,13.352,2021-11-26T08:00:00+00:00,2021-11-28T22:00:00+00:00,201.35,198.34,0.001,0.001,3720,-0.016917227297162732,-45.52618088,exit_signal,2.02,-0.99,2.02,-0.99,180.93,202.1,False,,1.0,False,1637913600000,1638136800000,"[{'amount': 13.352, 'safe_price': 201.35, 'ft_order_side': 'buy', 'order_filled_timestamp': 1637913600000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 2691.1136251999997}, {'amount': 13.352, 'safe_price': 198.34, 'ft_order_side': 'sell', 'order_filled_timestamp': 1638136800000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 2650.88391568}]",0.0,6,full_5y,20210101-20251231,33,False,Bull,0.9797225384,absent_not_evaluated_by_direct_source,BullPullback,CapitulationMeanReversionSetup,counter_trend_drawdown_rebound,CrashRebound,Bull -> BullPullback -> CapitulationMeanReversionSetup -> CrashRebound,regime_profit_branch_path/v1,auto_quant_v0.4.1_calendar_regime_proxy_not_board_a_source_label,CrashRebound,1h_entry_exit_trade,trade_allowed_after_root_gate,none
AVAX/USDT,2822.099,2822.099,25.13,2021-12-02T16:00:00+00:00,2021-12-06T16:00:00+00:00,112.3,87.22,0.001,0.001,5760,-0.2248821525758302,-635.2743376,exit_signal,1.13,-0.99,1.13,-0.99,76.57,113.49,False,,1.0,False,1638460800000,1638806400000,"[{'amount': 25.13, 'safe_price': 112.3, 'ft_order_side': 'buy', 'order_filled_timestamp': 1638460800000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 2824.9210989999992}, {'amount': 25.13, 'safe_price': 87.22, 'ft_order_side': 'sell', 'order_filled_timestamp': 1638806400000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 2194.0304386}]",0.0,0,full_5y,20210101-20251231,34,False,Bull,0.9797225384,absent_not_evaluated_by_direct_source,BullPullback,CapitulationMeanReversionSetup,counter_trend_drawdown_rebound,CrashRebound,Bull -> BullPullback -> CapitulationMeanReversionSetup -> CrashRebound,regime_profit_branch_path/v1,auto_quant_v0.4.1_calendar_regime_proxy_not_board_a_source_label,CrashRebound,1h_entry_exit_trade,trade_allowed_after_root_gate,none
SOL/USDT,3078.736,3078.736,15.952,2021-12-04T05:00:00+00:00,2021-12-06T22:00:00+00:00,193.0,192.52,0.001,0.001,3900,-0.004480079505986242,-13.80677504,exit_signal,1.94,-0.99,1.94,-0.99,169.0,210.52,False,,1.0,False,1638594000000,1638828000000,"[{'amount': 15.952, 'safe_price': 193.0, 'ft_order_side': 'buy', 'order_filled_timestamp': 1638594000000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 3081.8147359999994}, {'amount': 15.952, 'safe_price': 192.52, 'ft_order_side': 'sell', 'order_filled_timestamp': 1638828000000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 3074.15011904}]",0.0,0,full_5y,20210101-20251231,35,False,Bull,0.9797225384,absent_not_evaluated_by_direct_source,BullPullback,CapitulationMeanReversionSetup,counter_trend_drawdown_rebound,CrashRebound,Bull -> BullPullback -> CapitulationMeanReversionSetup -> CrashRebound,regime_profit_branch_path/v1,auto_quant_v0.4.1_calendar_regime_proxy_not_board_a_source_label,CrashRebound,1h_entry_exit_trade,trade_allowed_after_root_gate,none
SOL/USDT,3044.27772,3044.27772,16.444,2021-12-08T11:00:00+00:00,2021-12-08T15:00:00+00:00,185.13,194.23,0.001,0.001,240,0.047058435002042195,143.40220416,exit_signal,1.86,-0.99,1.86,-0.99,183.5,196.27,False,,1.0,False,1638961200000,1638975600000,"[{'amount': 16.444, 'safe_price': 185.13, 'ft_order_side': 'buy', 'order_filled_timestamp': 1638961200000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 3047.321997719999}, {'amount': 16.444, 'safe_price': 194.23, 'ft_order_side': 'sell', 'order_filled_timestamp': 1638975600000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 3197.1120381199994}]",0.0,2,full_5y,20210101-20251231,36,True,Bull,0.9797225384,absent_not_evaluated_by_direct_source,BullPullback,CapitulationMeanReversionSetup,counter_trend_drawdown_rebound,CrashRebound,Bull -> BullPullback -> CapitulationMeanReversionSetup -> CrashRebound,regime_profit_branch_path/v1,auto_quant_v0.4.1_calendar_regime_proxy_not_board_a_source_label,CrashRebound,1h_entry_exit_trade,trade_allowed_after_root_gate,none
AVAX/USDT,4583.2008,4583.2008,54.51,2021-12-09T19:00:00+00:00,2021-12-10T03:00:00+00:00,84.08,90.09,0.001,0.001,480,0.06933872502378687,318.1110933,exit_signal,0.85,-0.99,0.85,-0.99,83.28,90.79,False,,1.0,False,1639076400000,1639105200000,"[{'amount': 54.51, 'safe_price': 84.08, 'ft_order_side': 'buy', 'order_filled_timestamp': 1639076400000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 4587.784000799999}, {'amount': 54.51, 'safe_price': 90.09, 'ft_order_side': 'sell', 'order_filled_timestamp': 1639105200000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 4915.716705899999}]",0.0,4,full_5y,20210101-20251231,37,True,Bull,0.9797225384,absent_not_evaluated_by_direct_source,BullPullback,CapitulationMeanReversionSetup,counter_trend_drawdown_rebound,CrashRebound,Bull -> BullPullback -> CapitulationMeanReversionSetup -> CrashRebound,regime_profit_branch_path/v1,auto_quant_v0.4.1_calendar_regime_proxy_not_board_a_source_label,CrashRebound,1h_entry_exit_trade,trade_allowed_after_root_gate,none
AVAX/USDT,4709.3165,4709.3165,58.45,2021-12-11T00:00:00+00:00,2021-12-11T17:00:00+00:00,80.57,86.19,0.001,0.001,1020,0.06761564115417908,318.741878,exit_signal,0.81,-0.99,0.81,-0.99,78.32,87.07,False,,1.0,False,1639180800000,1639242000000,"[{'amount': 58.45, 'safe_price': 80.57, 'ft_order_side': 'buy', 'order_filled_timestamp': 1639180800000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 4714.0258165}, {'amount': 58.45, 'safe_price': 86.19, 'ft_order_side': 'sell', 'order_filled_timestamp': 1639242000000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 5042.8433055}]",0.0,5,full_5y,20210101-20251231,38,True,Bull,0.9797225384,absent_not_evaluated_by_direct_source,BullPullback,CapitulationMeanReversionSetup,counter_trend_drawdown_rebound,CrashRebound,Bull -> BullPullback -> CapitulationMeanReversionSetup -> CrashRebound,regime_profit_branch_path/v1,auto_quant_v0.4.1_calendar_regime_proxy_not_board_a_source_label,CrashRebound,1h_entry_exit_trade,trade_allowed_after_root_gate,none
SOL/USDT,2966.2092,2966.2092,16.14,2021-12-09T17:00:00+00:00,2021-12-12T14:00:00+00:00,183.78,171.28,0.001,0.001,4140,-0.06987821189584167,-207.4806684,exit_signal,1.84,-0.99,1.84,-0.99,161.33,184.74,False,,1.0,False,1639069200000,1639317600000,"[{'amount': 16.14, 'safe_price': 183.78, 'ft_order_side': 'buy', 'order_filled_timestamp': 1639069200000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 2969.1754092}, {'amount': 16.14, 'safe_price': 171.28, 'ft_order_side': 'sell', 'order_filled_timestamp': 1639317600000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 2767.2236592}]",0.0,6,full_5y,20210101-20251231,39,False,Bull,0.9797225384,absent_not_evaluated_by_direct_source,BullPullback,CapitulationMeanReversionSetup,counter_trend_drawdown_rebound,CrashRebound,Bull -> BullPullback -> CapitulationMeanReversionSetup -> CrashRebound,regime_profit_branch_path/v1,auto_quant_v0.4.1_calendar_regime_proxy_not_board_a_source_label,CrashRebound,1h_entry_exit_trade,trade_allowed_after_root_gate,none
SOL/USDT,3968.51665,3968.51665,24.185,2021-12-13T08:00:00+00:00,2021-12-14T22:00:00+00:00,164.09,160.47,0.001,0.001,2280,-0.02401498799816796,-95.3991836,exit_signal,1.65,-0.99,1.65,-0.99,148.04,168.79,False,,1.0,False,1639382400000,1639519200000,"[{'amount': 24.185, 'safe_price': 164.09, 'ft_order_side': 'buy', 'order_filled_timestamp': 1639382400000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 3972.4851666499994}, {'amount': 24.185, 'safe_price': 160.47, 'ft_order_side': 'sell', 'order_filled_timestamp': 1639519200000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 3884.847916949999}]",0.0,1,full_5y,20210101-20251231,40,False,Bull,0.9797225384,absent_not_evaluated_by_direct_source,BullPullback,CapitulationMeanReversionSetup,counter_trend_drawdown_rebound,CrashRebound,Bull -> BullPullback -> CapitulationMeanReversionSetup -> CrashRebound,regime_profit_branch_path/v1,auto_quant_v0.4.1_calendar_regime_proxy_not_board_a_source_label,CrashRebound,1h_entry_exit_trade,trade_allowed_after_root_gate,none
AVAX/USDT,4753.5488,4753.5488,58.24,2021-12-13T15:00:00+00:00,2021-12-14T22:00:00+00:00,81.62,83.36,0.001,0.001,1860,0.01927770832451058,91.7291648,exit_signal,0.82,-0.99,0.82,-0.99,75.5,86.53,False,,1.0,False,1639407600000,1639519200000,"[{'amount': 58.24, 'safe_price': 81.62, 'ft_order_side': 'buy', 'order_filled_timestamp': 1639407600000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 4758.3023488}, {'amount': 58.24, 'safe_price': 83.36, 'ft_order_side': 'sell', 'order_filled_timestamp': 1639519200000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 4859.7412864}]",0.0,1,full_5y,20210101-20251231,41,True,Bull,0.9797225384,absent_not_evaluated_by_direct_source,BullPullback,CapitulationMeanReversionSetup,counter_trend_drawdown_rebound,CrashRebound,Bull -> BullPullback -> CapitulationMeanReversionSetup -> CrashRebound,regime_profit_branch_path/v1,auto_quant_v0.4.1_calendar_regime_proxy_not_board_a_source_label,CrashRebound,1h_entry_exit_trade,trade_allowed_after_root_gate,none
BNB/USDT,2416.1085,2416.1085,4.589,2021-12-13T16:00:00+00:00,2021-12-15T08:00:00+00:00,526.5,532.1,0.001,0.001,2400,0.008617024001639387,20.8404846,exit_signal,5.3,-0.99,5.3,-0.99,509.7,536.7,False,,1.0,False,1639411200000,1639555200000,"[{'amount': 4.589, 'safe_price': 526.5, 'ft_order_side': 'buy', 'order_filled_timestamp': 1639411200000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 2418.5246085}, {'amount': 4.589, 'safe_price': 532.1, 'ft_order_side': 'sell', 'order_filled_timestamp': 1639555200000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 2444.2487069000003}]",0.0,2,full_5y,20210101-20251231,42,True,Bull,0.9797225384,absent_not_evaluated_by_direct_source,BullPullback,CapitulationMeanReversionSetup,counter_trend_drawdown_rebound,CrashRebound,Bull -> BullPullback -> CapitulationMeanReversionSetup -> CrashRebound,regime_profit_branch_path/v1,auto_quant_v0.4.1_calendar_regime_proxy_not_board_a_source_label,CrashRebound,1h_entry_exit_trade,trade_allowed_after_root_gate,none
BNB/USDT,2809.0314,2809.0314,5.589,2021-12-15T16:00:00+00:00,2021-12-15T20:00:00+00:00,502.6,537.5,0.001,0.001,240,0.06730217653417017,189.2429811,exit_signal,5.1,-0.99,5.1,-0.99,501.6,546.7,False,,1.0,False,1639584000000,1639598400000,"[{'amount': 5.589, 'safe_price': 502.6, 'ft_order_side': 'buy', 'order_filled_timestamp': 1639584000000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 2811.8404314}, {'amount': 5.589, 'safe_price': 537.5, 'ft_order_side': 'sell', 'order_filled_timestamp': 1639598400000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 3007.0915874999996}]",0.0,2,full_5y,20210101-20251231,43,True,Bull,0.9797225384,absent_not_evaluated_by_direct_source,BullPullback,CapitulationMeanReversionSetup,counter_trend_drawdown_rebound,CrashRebound,Bull -> BullPullback -> CapitulationMeanReversionSetup -> CrashRebound,regime_profit_branch_path/v1,auto_quant_v0.4.1_calendar_regime_proxy_not_board_a_source_label,CrashRebound,1h_entry_exit_trade,trade_allowed_after_root_gate,none
SOL/USDT,3609.18517,3609.18517,21.167,2021-12-17T15:00:00+00:00,2021-12-17T17:00:00+00:00,170.51,180.0,0.001,0.001,120,0.05354735581701742,193.45558483,exit_signal,1.71,-0.99,1.71,-0.99,168.52,181.59,False,,1.0,False,1639753200000,1639760400000,"[{'amount': 21.167, 'safe_price': 170.51, 'ft_order_side': 'buy', 'order_filled_timestamp': 1639753200000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 3612.79435517}, {'amount': 21.167, 'safe_price': 180.0, 'ft_order_side': 'sell', 'order_filled_timestamp': 1639760400000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 3813.87006}]",0.0,4,full_5y,20210101-20251231,44,True,Bull,0.9797225384,absent_not_evaluated_by_direct_source,BullPullback,CapitulationMeanReversionSetup,counter_trend_drawdown_rebound,CrashRebound,Bull -> BullPullback -> CapitulationMeanReversionSetup -> CrashRebound,regime_profit_branch_path/v1,auto_quant_v0.4.1_calendar_regime_proxy_not_board_a_source_label,CrashRebound,1h_entry_exit_trade,trade_allowed_after_root_gate,none
