provider,symbol,factor,side,main_regime,sub_regime,sub_sub_regime_or_profit_factor,profit_factor,branch_path,signal_time,entry_time,exit_time,entry,exit,stop,zone_low,zone_high,exit_reason,gross_return,net_return,walk_forward_fold
Binance,BTCUSDT,order_block_pullback_v1,short,TrendTransition,HighVolatility,down_momentum,order_block_pullback_v1,TrendTransition->HighVolatility->down_momentum->order_block_pullback_v1,2017-10-23 12:00:00+00:00,2017-10-23 17:00:00+00:00,2017-10-23 19:00:00+00:00,5825.96,5917.199286,5917.199286,5848.73,5909.84,stop,-0.01566081568,-0.01646081568,train
Binance,BTCUSDT,fair_value_gap_pullback_v1,short,TrendTransition,HighVolatility,down_momentum,fair_value_gap_pullback_v1,TrendTransition->HighVolatility->down_momentum->fair_value_gap_pullback_v1,2017-10-23 13:00:00+00:00,2017-10-23 15:00:00+00:00,2017-10-23 17:00:00+00:00,5762.04,5856.859786,5856.859786,5817.92,5848.73,stop,-0.01645594021,-0.01725594021,train
Binance,BTCUSDT,fair_value_gap_pullback_v1,short,TrendExpansion,HighVolatility,down_momentum,fair_value_gap_pullback_v1,TrendExpansion->HighVolatility->down_momentum->fair_value_gap_pullback_v1,2017-10-24 20:00:00+00:00,2017-10-25 08:00:00+00:00,2017-10-25 12:00:00+00:00,5593.18,5425.428857,5677.055571,5650,5670.45,target,0.0299920873,0.0291920873,train
Binance,BTCUSDT,fair_value_gap_pullback_v1,short,TrendExpansion,HighVolatility,down_momentum,fair_value_gap_pullback_v1,TrendExpansion->HighVolatility->down_momentum->fair_value_gap_pullback_v1,2017-10-25 11:00:00+00:00,2017-10-25 18:00:00+00:00,2017-10-25 19:00:00+00:00,5517.99,5569.469071,5569.469071,5517.99,5559.69,stop,-0.009329315825,-0.01012931582,train
Binance,BTCUSDT,fair_value_gap_pullback_v1,long,TrendExpansion,NormalVolatility,up_momentum,fair_value_gap_pullback_v1,TrendExpansion->NormalVolatility->up_momentum->fair_value_gap_pullback_v1,2017-10-26 12:00:00+00:00,2017-10-26 19:00:00+00:00,2017-10-27 07:00:00+00:00,5834.38,5874.49,5735.200643,5740.99,5845.03,horizon,0.00687476647,0.00607476647,train
Binance,BTCUSDT,fair_value_gap_pullback_v1,long,TrendExpansion,HighVolatility,up_momentum,fair_value_gap_pullback_v1,TrendExpansion->HighVolatility->up_momentum->fair_value_gap_pullback_v1,2017-10-26 23:00:00+00:00,2017-10-27 05:00:00+00:00,2017-10-27 06:00:00+00:00,5842.24,5830.937,5830.937,5837.76,5854.33,stop,-0.001934703128,-0.002734703128,train
Binance,BTCUSDT,fair_value_gap_pullback_v1,long,TrendTransition,HighVolatility,up_momentum,fair_value_gap_pullback_v1,TrendTransition->HighVolatility->up_momentum->fair_value_gap_pullback_v1,2017-10-28 00:00:00+00:00,2017-10-28 05:00:00+00:00,2017-10-28 09:00:00+00:00,5789.58,5751.969214,5751.969214,5759,5768.79,stop,-0.006496289146,-0.007296289146,train
Binance,BTCUSDT,fair_value_gap_pullback_v1,short,TrendExpansion,NormalVolatility,down_momentum,fair_value_gap_pullback_v1,TrendExpansion->NormalVolatility->down_momentum->fair_value_gap_pullback_v1,2017-10-29 01:00:00+00:00,2017-10-29 02:00:00+00:00,2017-10-29 03:00:00+00:00,5689.97,5704.027,5704.027,5699,5699.9,stop,-0.002470487542,-0.003270487542,train
Binance,BTCUSDT,fair_value_gap_pullback_v1,long,TrendExpansion,NormalVolatility,up_momentum,fair_value_gap_pullback_v1,TrendExpansion->NormalVolatility->up_momentum->fair_value_gap_pullback_v1,2017-10-29 20:00:00+00:00,2017-10-30 15:00:00+00:00,2017-10-31 03:00:00+00:00,6070.98,6139.88,5968.376286,5975.44,6034.06,horizon,0.01134907379,0.01054907379,train
Binance,BTCUSDT,fair_value_gap_pullback_v1,long,TrendExpansion,NormalVolatility,up_momentum,fair_value_gap_pullback_v1,TrendExpansion->NormalVolatility->up_momentum->fair_value_gap_pullback_v1,2017-10-30 10:00:00+00:00,2017-10-30 13:00:00+00:00,2017-10-30 14:00:00+00:00,6161.1,6144.320714,6144.320714,6149.94,6150.01,stop,-0.002723423693,-0.003523423693,train
Binance,BTCUSDT,fair_value_gap_pullback_v1,long,TrendExpansion,NormalVolatility,up_momentum,fair_value_gap_pullback_v1,TrendExpansion->NormalVolatility->up_momentum->fair_value_gap_pullback_v1,2017-10-31 00:00:00+00:00,2017-10-31 07:00:00+00:00,2017-10-31 08:00:00+00:00,6117.94,6110.224357,6110.224357,6115.98,6120.52,stop,-0.001261150462,-0.002061150462,train
Binance,BTCUSDT,fair_value_gap_pullback_v1,long,TrendExpansion,NormalVolatility,up_momentum,fair_value_gap_pullback_v1,TrendExpansion->NormalVolatility->up_momentum->fair_value_gap_pullback_v1,2017-10-31 15:00:00+00:00,2017-10-31 17:00:00+00:00,2017-10-31 19:00:00+00:00,6369.02,6324.686857,6324.686857,6330,6340.01,stop,-0.006960747942,-0.007760747942,train
Binance,BTCUSDT,order_block_pullback_v1,long,TrendExpansion,NormalVolatility,up_momentum,order_block_pullback_v1,TrendExpansion->NormalVolatility->up_momentum->order_block_pullback_v1,2017-10-31 23:00:00+00:00,2017-11-01 00:00:00+00:00,2017-11-01 03:00:00+00:00,6395,6473.779714,6355.610143,6362.13,6438,target,0.01231895454,0.01151895454,train
Binance,BTCUSDT,fair_value_gap_pullback_v1,long,TrendExpansion,HighVolatility,up_momentum,fair_value_gap_pullback_v1,TrendExpansion->HighVolatility->up_momentum->fair_value_gap_pullback_v1,2017-11-01 10:00:00+00:00,2017-11-01 12:00:00+00:00,2017-11-01 13:00:00+00:00,6518.99,6475.224071,6475.224071,6482.84,6510.05,stop,-0.006713605723,-0.007513605723,train
Binance,BTCUSDT,fair_value_gap_pullback_v1,long,TrendExpansion,HighVolatility,up_momentum,fair_value_gap_pullback_v1,TrendExpansion->HighVolatility->up_momentum->fair_value_gap_pullback_v1,2017-11-02 00:00:00+00:00,2017-11-02 11:00:00+00:00,2017-11-02 23:00:00+00:00,6887.81,7019.98,6689.689286,6697.55,6730,horizon,0.01918897298,0.01838897298,train
Binance,BTCUSDT,order_block_pullback_v1,long,TrendExpansion,HighVolatility,up_momentum,order_block_pullback_v1,TrendExpansion->HighVolatility->up_momentum->order_block_pullback_v1,2017-11-02 06:00:00+00:00,2017-11-02 07:00:00+00:00,2017-11-02 10:00:00+00:00,6934,7136.316714,6832.841643,6842.13,6941,target,0.0291774898,0.0283774898,train
Binance,BTCUSDT,fair_value_gap_pullback_v1,long,TrendExpansion,HighVolatility,up_momentum,fair_value_gap_pullback_v1,TrendExpansion->HighVolatility->up_momentum->fair_value_gap_pullback_v1,2017-11-02 20:00:00+00:00,2017-11-03 00:00:00+00:00,2017-11-03 01:00:00+00:00,6969.03,6926.2765,6926.2765,6945.03,6965,stop,-0.006134784898,-0.006934784898,train
Binance,BTCUSDT,fair_value_gap_pullback_v1,long,TrendExpansion,HighVolatility,up_momentum,fair_value_gap_pullback_v1,TrendExpansion->HighVolatility->up_momentum->fair_value_gap_pullback_v1,2017-11-03 03:00:00+00:00,2017-11-04 00:00:00+00:00,2017-11-04 01:00:00+00:00,7041.13,6988.084786,6988.084786,6999.93,7021.03,stop,-0.007533622343,-0.008333622343,train
Binance,BTCUSDT,fair_value_gap_pullback_v1,long,TrendExpansion,HighVolatility,up_momentum,fair_value_gap_pullback_v1,TrendExpansion->HighVolatility->up_momentum->fair_value_gap_pullback_v1,2017-11-04 14:00:00+00:00,2017-11-04 15:00:00+00:00,2017-11-05 03:00:00+00:00,7300,7409.93,7146.187357,7155,7250.17,horizon,0.01505890411,0.01425890411,train
Binance,BTCUSDT,fair_value_gap_pullback_v1,long,TrendExpansion,NormalVolatility,up_momentum,fair_value_gap_pullback_v1,TrendExpansion->NormalVolatility->up_momentum->fair_value_gap_pullback_v1,2017-11-04 21:00:00+00:00,2017-11-05 01:00:00+00:00,2017-11-05 02:00:00+00:00,7389.92,7362.540214,7362.540214,7370,7400.01,stop,-0.003705017878,-0.004505017878,train
Binance,BTCUSDT,fair_value_gap_pullback_v1,long,TrendExpansion,NormalVolatility,up_momentum,fair_value_gap_pullback_v1,TrendExpansion->NormalVolatility->up_momentum->fair_value_gap_pullback_v1,2017-11-05 12:00:00+00:00,2017-11-05 17:00:00+00:00,2017-11-05 21:00:00+00:00,7485.38,7422.661857,7422.661857,7430,7455,stop,-0.008378752028,-0.009178752028,train
Binance,BTCUSDT,fair_value_gap_pullback_v1,long,TrendExpansion,NormalVolatility,up_momentum,fair_value_gap_pullback_v1,TrendExpansion->NormalVolatility->up_momentum->fair_value_gap_pullback_v1,2017-11-05 19:00:00+00:00,2017-11-05 20:00:00+00:00,2017-11-05 21:00:00+00:00,7521.92,7493.065929,7493.065929,7499.92,7515.01,stop,-0.00383599818,-0.00463599818,train
Binance,BTCUSDT,fair_value_gap_pullback_v1,short,TrendTransition,HighVolatility,down_momentum,fair_value_gap_pullback_v1,TrendTransition->HighVolatility->down_momentum->fair_value_gap_pullback_v1,2017-11-06 17:00:00+00:00,2017-11-07 05:00:00+00:00,2017-11-07 14:00:00+00:00,7129.75,6965.458429,7211.895786,7196.88,7202.07,target,0.0230431041,0.0222431041,train
Binance,BTCUSDT,fair_value_gap_pullback_v1,short,TrendExpansion,HighVolatility,down_momentum,fair_value_gap_pullback_v1,TrendExpansion->HighVolatility->down_momentum->fair_value_gap_pullback_v1,2017-11-07 14:00:00+00:00,2017-11-07 18:00:00+00:00,2017-11-08 01:00:00+00:00,7050,7149.303643,7149.303643,7078.39,7139.93,stop,-0.0140856231,-0.0148856231,train
Binance,BTCUSDT,fair_value_gap_pullback_v1,short,TrendExpansion,HighVolatility,down_momentum,fair_value_gap_pullback_v1,TrendExpansion->HighVolatility->down_momentum->fair_value_gap_pullback_v1,2017-11-10 12:00:00+00:00,2017-11-10 16:00:00+00:00,2017-11-10 18:00:00+00:00,6825.01,6411.661286,7031.684357,6858.78,7020,target,0.06056382544,0.05976382544,train
Binance,BTCUSDT,order_block_pullback_v1,short,TrendExpansion,HighVolatility,down_momentum,order_block_pullback_v1,TrendExpansion->HighVolatility->down_momentum->order_block_pullback_v1,2017-11-10 20:00:00+00:00,2017-11-10 21:00:00+00:00,2017-11-10 22:00:00+00:00,6487.83,6619.067571,6619.067571,6351,6600,stop,-0.02022826915,-0.02102826915,train
Binance,BTCUSDT,fair_value_gap_pullback_v1,short,TrendExpansion,HighVolatility,down_momentum,fair_value_gap_pullback_v1,TrendExpansion->HighVolatility->down_momentum->fair_value_gap_pullback_v1,2017-11-11 11:00:00+00:00,2017-11-12 08:00:00+00:00,2017-11-12 20:00:00+00:00,6144.71,5947.9,6604.501286,6547.31,6590.01,horizon,0.03202917632,0.03122917632,train
Binance,BTCUSDT,fair_value_gap_pullback_v1,short,TrendExpansion,HighVolatility,down_momentum,fair_value_gap_pullback_v1,TrendExpansion->HighVolatility->down_momentum->fair_value_gap_pullback_v1,2017-11-12 02:00:00+00:00,2017-11-12 07:00:00+00:00,2017-11-12 08:00:00+00:00,6060,6178.203857,6178.203857,6074.28,6160.05,stop,-0.01950558699,-0.02030558699,train
Binance,BTCUSDT,fair_value_gap_pullback_v1,short,TrendExpansion,HighVolatility,down_momentum,fair_value_gap_pullback_v1,TrendExpansion->HighVolatility->down_momentum->fair_value_gap_pullback_v1,2017-11-12 22:00:00+00:00,2017-11-12 23:00:00+00:00,2017-11-13 00:00:00+00:00,5811.03,5933.258571,5933.258571,5864.96,5911.01,stop,-0.02103389097,-0.02183389097,train
Binance,BTCUSDT,fair_value_gap_pullback_v1,long,TrendTransition,HighVolatility,up_momentum,fair_value_gap_pullback_v1,TrendTransition->HighVolatility->up_momentum->fair_value_gap_pullback_v1,2017-11-14 00:00:00+00:00,2017-11-14 09:00:00+00:00,2017-11-14 11:00:00+00:00,6529.66,6428.381071,6428.381071,6446,6465.99,stop,-0.01551059758,-0.01631059758,train
Binance,BTCUSDT,fair_value_gap_pullback_v1,long,TrendExpansion,HighVolatility,up_momentum,fair_value_gap_pullback_v1,TrendExpansion->HighVolatility->up_momentum->fair_value_gap_pullback_v1,2017-11-14 20:00:00+00:00,2017-11-14 23:00:00+00:00,2017-11-15 00:00:00+00:00,6574.99,6683.211857,6520.879071,6531,6532.08,target,0.01645962308,0.01565962308,train
Binance,BTCUSDT,fair_value_gap_pullback_v1,long,TrendExpansion,HighVolatility,up_momentum,fair_value_gap_pullback_v1,TrendExpansion->HighVolatility->up_momentum->fair_value_gap_pullback_v1,2017-11-15 08:00:00+00:00,2017-11-15 09:00:00+00:00,2017-11-15 10:00:00+00:00,6825,6852.317143,6811.341429,6819.79,6834.79,target,0.004002511774,0.003202511774,train
Binance,BTCUSDT,order_block_pullback_v1,long,TrendExpansion,HighVolatility,up_momentum,order_block_pullback_v1,TrendExpansion->HighVolatility->up_momentum->order_block_pullback_v1,2017-11-15 14:00:00+00:00,2017-11-15 16:00:00+00:00,2017-11-16 04:00:00+00:00,7146.99,7200,7018.405286,7027.76,7098.99,horizon,0.007417108461,0.006617108461,train
Binance,BTCUSDT,fair_value_gap_pullback_v1,long,TrendExpansion,HighVolatility,up_momentum,fair_value_gap_pullback_v1,TrendExpansion->HighVolatility->up_momentum->fair_value_gap_pullback_v1,2017-11-15 15:00:00+00:00,2017-11-15 16:00:00+00:00,2017-11-15 18:00:00+00:00,7146.99,7089.064429,7089.064429,7098.99,7118.08,stop,-0.00810489051,-0.00890489051,train
Binance,BTCUSDT,fair_value_gap_pullback_v1,long,TrendExpansion,HighVolatility,up_momentum,fair_value_gap_pullback_v1,TrendExpansion->HighVolatility->up_momentum->fair_value_gap_pullback_v1,2017-11-16 08:00:00+00:00,2017-11-16 11:00:00+00:00,2017-11-16 17:00:00+00:00,7380.54,7594.150286,7273.734857,7283.43,7360,target,0.02894236543,0.02814236543,train
Binance,BTCUSDT,fair_value_gap_pullback_v1,long,TrendExpansion,HighVolatility,up_momentum,fair_value_gap_pullback_v1,TrendExpansion->HighVolatility->up_momentum->fair_value_gap_pullback_v1,2017-11-16 18:00:00+00:00,2017-11-17 07:00:00+00:00,2017-11-17 08:00:00+00:00,7498,7462.007571,7462.007571,7474.51,7580.03,stop,-0.004800270548,-0.005600270548,train
Binance,BTCUSDT,fair_value_gap_pullback_v1,long,TrendExpansion,HighVolatility,up_momentum,fair_value_gap_pullback_v1,TrendExpansion->HighVolatility->up_momentum->fair_value_gap_pullback_v1,2017-11-17 15:00:00+00:00,2017-11-17 16:00:00+00:00,2017-11-17 17:00:00+00:00,7842.98,7784.373857,7784.373857,7800.5,7830.02,stop,-0.007472433037,-0.008272433037,train
Binance,BTCUSDT,fair_value_gap_pullback_v1,long,TrendExpansion,NormalVolatility,up_momentum,fair_value_gap_pullback_v1,TrendExpansion->NormalVolatility->up_momentum->fair_value_gap_pullback_v1,2017-11-19 10:00:00+00:00,2017-11-19 11:00:00+00:00,2017-11-19 12:00:00+00:00,7753.83,7710.431429,7710.431429,7716.29,7744.58,stop,-0.005597049642,-0.006397049642,train
Binance,BTCUSDT,fair_value_gap_pullback_v1,long,TrendExpansion,NormalVolatility,up_momentum,fair_value_gap_pullback_v1,TrendExpansion->NormalVolatility->up_momentum->fair_value_gap_pullback_v1,2017-11-20 12:00:00+00:00,2017-11-21 02:00:00+00:00,2017-11-21 03:00:00+00:00,8095.14,8044.620143,8044.620143,8051.01,8057.53,stop,-0.006240763859,-0.007040763859,train
Binance,BTCUSDT,fair_value_gap_pullback_v1,long,TrendExpansion,NormalVolatility,up_momentum,fair_value_gap_pullback_v1,TrendExpansion->NormalVolatility->up_momentum->fair_value_gap_pullback_v1,2017-11-20 22:00:00+00:00,2017-11-21 01:00:00+00:00,2017-11-21 02:00:00+00:00,8263.89,8253.658,8253.658,8260.05,8262.57,stop,-0.001238157817,-0.002038157817,train
Binance,BTCUSDT,order_block_pullback_v1,long,TrendExpansion,HighVolatility,up_momentum,order_block_pullback_v1,TrendExpansion->HighVolatility->up_momentum->order_block_pullback_v1,2017-11-21 14:00:00+00:00,2017-11-21 16:00:00+00:00,2017-11-21 19:00:00+00:00,8287.89,8110.847857,8110.847857,8125,8265.93,stop,-0.02136154593,-0.02216154593,train
Binance,BTCUSDT,fair_value_gap_pullback_v1,long,TrendExpansion,HighVolatility,up_momentum,fair_value_gap_pullback_v1,TrendExpansion->HighVolatility->up_momentum->fair_value_gap_pullback_v1,2017-11-21 15:00:00+00:00,2017-11-21 16:00:00+00:00,2017-11-21 19:00:00+00:00,8287.89,8251.695571,8251.695571,8265.93,8333.51,stop,-0.004367146351,-0.005167146351,train
Binance,BTCUSDT,fair_value_gap_pullback_v1,long,TrendExpansion,NormalVolatility,up_momentum,fair_value_gap_pullback_v1,TrendExpansion->NormalVolatility->up_momentum->fair_value_gap_pullback_v1,2017-11-22 07:00:00+00:00,2017-11-22 12:00:00+00:00,2017-11-22 13:00:00+00:00,8250.01,8197.506429,8197.506429,8207,8215,stop,-0.00636406155,-0.00716406155,train
Binance,BTCUSDT,fair_value_gap_pullback_v1,long,TrendTransition,NormalVolatility,up_momentum,fair_value_gap_pullback_v1,TrendTransition->NormalVolatility->up_momentum->fair_value_gap_pullback_v1,2017-11-23 06:00:00+00:00,2017-11-24 06:00:00+00:00,2017-11-24 07:00:00+00:00,8208.94,8193.403214,8193.403214,8200,8207.11,stop,-0.001892666497,-0.002692666497,train
Binance,BTCUSDT,fair_value_gap_pullback_v1,short,TrendTransition,NormalVolatility,down_momentum,fair_value_gap_pullback_v1,TrendTransition->NormalVolatility->down_momentum->fair_value_gap_pullback_v1,2017-11-24 00:00:00+00:00,2017-11-24 04:00:00+00:00,2017-11-24 05:00:00+00:00,8073,8112.061643,8112.061643,8070,8105.02,stop,-0.004838553556,-0.005638553556,train
Binance,BTCUSDT,fair_value_gap_pullback_v1,short,TrendTransition,HighVolatility,down_momentum,fair_value_gap_pullback_v1,TrendTransition->HighVolatility->down_momentum->fair_value_gap_pullback_v1,2017-11-24 10:00:00+00:00,2017-11-24 11:00:00+00:00,2017-11-24 19:00:00+00:00,8130.73,8217.017786,8217.017786,8159.99,8205.01,stop,-0.01061255087,-0.01141255087,train
Binance,BTCUSDT,fair_value_gap_pullback_v1,long,TrendTransition,NormalVolatility,up_momentum,fair_value_gap_pullback_v1,TrendTransition->NormalVolatility->up_momentum->fair_value_gap_pullback_v1,2017-11-25 09:00:00+00:00,2017-11-25 10:00:00+00:00,2017-11-25 21:00:00+00:00,8401.81,8629.650143,8287.889929,8296.83,8328.74,target,0.02711798325,0.02631798325,train
Binance,BTCUSDT,fair_value_gap_pullback_v1,long,TrendExpansion,NormalVolatility,up_momentum,fair_value_gap_pullback_v1,TrendExpansion->NormalVolatility->up_momentum->fair_value_gap_pullback_v1,2017-11-25 22:00:00+00:00,2017-11-26 01:00:00+00:00,2017-11-26 13:00:00+00:00,8721.67,8961.99,8561.656429,8570.19,8604.86,horizon,0.02755435599,0.02675435599,train
Binance,BTCUSDT,order_block_pullback_v1,long,TrendExpansion,NormalVolatility,up_momentum,order_block_pullback_v1,TrendExpansion->NormalVolatility->up_momentum->order_block_pullback_v1,2017-11-26 03:00:00+00:00,2017-11-26 04:00:00+00:00,2017-11-26 16:00:00+00:00,8851.12,9208,8661.294429,8670.48,8800,horizon,0.04032032104,0.03952032104,train
Binance,BTCUSDT,fair_value_gap_pullback_v1,long,TrendExpansion,NormalVolatility,up_momentum,fair_value_gap_pullback_v1,TrendExpansion->NormalVolatility->up_momentum->fair_value_gap_pullback_v1,2017-11-26 16:00:00+00:00,2017-11-26 19:00:00+00:00,2017-11-27 00:00:00+00:00,9099.99,9325.118143,8987.425929,8997.9,9072.01,target,0.02473938354,0.02393938354,train
Binance,BTCUSDT,order_block_pullback_v1,long,TrendExpansion,HighVolatility,up_momentum,order_block_pullback_v1,TrendExpansion->HighVolatility->up_momentum->order_block_pullback_v1,2017-11-27 00:00:00+00:00,2017-11-27 09:00:00+00:00,2017-11-27 21:00:00+00:00,9295.02,9620.01,9000.787714,9017.81,9169.99,horizon,0.03496388389,0.03416388389,train
Binance,BTCUSDT,fair_value_gap_pullback_v1,long,TrendExpansion,HighVolatility,up_momentum,fair_value_gap_pullback_v1,TrendExpansion->HighVolatility->up_momentum->fair_value_gap_pullback_v1,2017-11-27 01:00:00+00:00,2017-11-27 02:00:00+00:00,2017-11-27 14:00:00+00:00,9409.29,9599.96,9152.140143,9169.99,9385.73,horizon,0.02026401567,0.01946401567,train
Binance,BTCUSDT,fair_value_gap_pullback_v1,long,TrendExpansion,HighVolatility,up_momentum,fair_value_gap_pullback_v1,TrendExpansion->HighVolatility->up_momentum->fair_value_gap_pullback_v1,2017-11-27 08:00:00+00:00,2017-11-27 14:00:00+00:00,2017-11-27 15:00:00+00:00,9599.96,9567.622714,9567.622714,9585,9585.21,stop,-0.003368481297,-0.004168481297,train
Binance,BTCUSDT,fair_value_gap_pullback_v1,long,TrendExpansion,NormalVolatility,up_momentum,fair_value_gap_pullback_v1,TrendExpansion->NormalVolatility->up_momentum->fair_value_gap_pullback_v1,2017-11-28 05:00:00+00:00,2017-11-28 08:00:00+00:00,2017-11-28 13:00:00+00:00,9809.96,9729.089929,9729.089929,9740,9748.99,stop,-0.008243669845,-0.009043669845,train
Binance,BTCUSDT,order_block_pullback_v1,long,TrendExpansion,NormalVolatility,up_momentum,order_block_pullback_v1,TrendExpansion->NormalVolatility->up_momentum->order_block_pullback_v1,2017-11-28 11:00:00+00:00,2017-11-28 12:00:00+00:00,2017-11-28 13:00:00+00:00,9864,9779.548429,9779.548429,9790,9860,stop,-0.008561594833,-0.009361594833,train
Binance,BTCUSDT,fair_value_gap_pullback_v1,long,TrendExpansion,NormalVolatility,up_momentum,fair_value_gap_pullback_v1,TrendExpansion->NormalVolatility->up_momentum->fair_value_gap_pullback_v1,2017-11-29 02:00:00+00:00,2017-11-29 05:00:00+00:00,2017-11-29 06:00:00+00:00,10008.27,10187.47557,9918.667214,9927.99,9985.52,target,0.01790574909,0.01710574909,train
